gene,disease,pubmed_id,year
DRD3,schizophrenia,14681904,2004
TH,schizophrenia,12759555,2003
HTR2A,schizophrenia,12140776,2002
NRG1,schizophrenia,12478479,2003
GRIN2B,schizophrenia,15211626,2004
TH,schizophrenia,7551967,1995
DRD3,schizophrenia,10379516,1999
SLC6A4,schizophrenia,15940296,2004
HTR2A,schizophrenia,11490436,2001
ACSL6,schizophrenia,17030554,2006
GRIN2B,schizophrenia,11807413,2001
TH,schizophrenia,9684913,1998
GDNF,schizophrenia,11600185,2001
TH,schizophrenia,9075305,1997
DRD3,schizophrenia,9017973,1997
TH,schizophrenia,11475015,2001
HTR2A,schizophrenia,8678105,1996
SLC6A4,schizophrenia,9702741,1998
ABCB1,schizophrenia,16386826,2005
RTN4,schizophrenia,15953657,2005
IMPA2,schizophrenia,11317223,2001
HLA-DQB1,schizophrenia,8929760,1995
IMPA2,schizophrenia,11317223,2001
NRG1,schizophrenia,12478479,2002
DRD3,schizophrenia,12605094,2003
NTF3,schizophrenia,7733919,1995
DRD3,schizophrenia,11063791,2000
OPRS1,schizophrenia,9857962,1998
GDNF,schizophrenia,15003293,2004
NRG1,schizophrenia,16520822,2006
DRD3,schizophrenia,11673801,2001
DGCR2,schizophrenia,16783572,2006
HTR2A,schizophrenia,11317227,2001
DGCR14,schizophrenia,16432632,2006
GRIN2B,schizophrenia,15841096,2005
RANBP5,schizophrenia,17458142,2007
HTR2A,schizophrenia,9358020,1997
GABRB2,schizophrenia,16950232,2006
GRIN2B,schizophrenia,12476325,2002
DDR1,schizophrenia,17440435,2007
DRD3,schizophrenia,8641685,1996
DRD2,schizophrenia,17417059,2007
GABBR1,schizophrenia,15820424,2005
PCM1,schizophrenia,16894060,2006
DRD3,schizophrenia,7903510,1994
GNAS,schizophrenia,16406317,2006
DRD3,schizophrenia,11490179,2001
SLC25A14,schizophrenia,17066476,2006
HMBS,schizophrenia,8094629,1993
COMT,schizophrenia,17504246,2007
DRD5,schizophrenia,11304828,2001
DISC1,schizophrenia,17055463,2006
DRD3,schizophrenia,8225313,1993
COMT,schizophrenia,17217235,2006
DTNBP1,schizophrenia,12474144,2003
DISC1,schizophrenia,17286247,2007
DRD3,schizophrenia,11400029,2001
TAAR6,schizophrenia,17505468,2007
ALDH3A1,schizophrenia,14745454,2004
RGS4,schizophrenia,17055463,2006
GDNF,schizophrenia,15003293,2004
DAOA,schizophrenia,17179866,2006
DRD5,schizophrenia,9285966,1997
GABBR1,schizophrenia,17412563,2007
GABRA5,schizophrenia,11287792,2001
PPP3CC,schizophrenia,17339875,2007
AKT1,schizophrenia,15522255,2004
UCP2,schizophrenia,17066476,2006
DRP2,schizophrenia,12679234,2003
DTNBP1,schizophrenia,17618940,2007
DRP2,schizophrenia,15027329,2004
DAOA,schizophrenia,16402132,2006
AKT1,schizophrenia,14745448,2004
CHGA,schizophrenia,16504480,2006
DRD3,schizophrenia,11490179,2001
DAO,schizophrenia,17055463,2006
GRM5,schizophrenia,9460801,1997
GABRB2,schizophrenia,17412563,2007
DRP2,schizophrenia,15858820,2005
SOX10,schizophrenia,17621166,2007
KCNN3,schizophrenia,12007452,2002
GAD1,schizophrenia,17412563,2007
KCNN3,schizophrenia,9672903,1998
NOTCH4,schizophrenia,16538185,2006
IL10,schizophrenia,14563376,2003
NRGN,schizophrenia,17140601,2006
GABRA5,schizophrenia,11287792,2001
NRG3,schizophrenia,17598910,2007
KCNN3,schizophrenia,10395217,1999
IL10RA,schizophrenia,17066477,2006
EGF,schizophrenia,16115648,2005
GSK3B,schizophrenia,17368486,2007
DTNBP1,schizophrenia,15362017,2004
HTR2A,schizophrenia,16762472,2006
GRM3,schizophrenia,15913960,2005
NOTCH4,schizophrenia,16894623,2006
KCNN3,schizophrenia,9858366,1998
NRG2,schizophrenia,17598910,2007
DTNBP1,schizophrenia,14618545,2003
HTR2A,schizophrenia,17102980,2006
HTR2A,schizophrenia,12140776,2002
HTR2A,schizophrenia,17240119,2007
GRM3,schizophrenia,15567072,2005
NOTCH4,schizophrenia,17054719,2006
DRD3,schizophrenia,12632798,2002
DTNBP1,schizophrenia,17476109,2007
DRD3,schizophrenia,11063791,2000
HTR2C,schizophrenia,17102980,2006
ATN1,schizophrenia,9184318,1997
GJA8,schizophrenia,17412882,2007
NEUROG1,schizophrenia,17044100,2006
PRODH,schizophrenia,17504246,2007
NRG1,schizophrenia,17598910,2007
SLC6A3,schizophrenia,16783497,2006
DTNBP1,schizophrenia,17408693,2007
DTNBP1,schizophrenia,16513878,2006
CDC42SE2,schizophrenia,17030554,2006
GAD2,schizophrenia,17412563,2007
MPZL1,schizophrenia,16702974,2006
MICB,schizophrenia,17561376,2007
NDUFV2,schizophrenia,16508936,2006
DRD4,schizophrenia,16829780,2006
DKK4,schizophrenia,17553464,2007
SLC25A27,schizophrenia,17066476,2006
PIP5K2A,schizophrenia,16801950,2006
PIP5K2A,schizophrenia,17410640,2007
NRG1,schizophrenia,17300918,2007
SRR,schizophrenia,17067558,2006
GRIN2A,schizophrenia,17011703,2006
JARID2,schizophrenia,16967465,2006
MAOA,schizophrenia,17217235,2006
RGS4,schizophrenia,17588543,2007
NRG1,schizophrenia,16526041,2006
GABRB2,schizophrenia,16472798,2006
CLOCK,schizophrenia,17116390,2006
FOXP2,schizophrenia,16538183,2006
ST8SIA2,schizophrenia,17126533,2006
NRG1,schizophrenia,16687441,2006
MUTED,schizophrenia,17618940,2007
ERBB4,schizophrenia,17598910,2007
TPH1,schizophrenia,16741719,2006
CNR1,schizophrenia substance abuse,16788767,2006
SOD2,schizophrenia tardive dyskinesia,17291655,2007
SOD2,schizophrenia tardive dyskinesia,17217237,2006
BDNF,schizophrenia weight gain,16633140,2006
HTR1A,schizophrenia weight gain,16633140,2006
HTR2A,schizophrenia weight gain,16633140,2006
HTR2C,schizophrenia weight gain,16633140,2006
CYP2D6,schizophrenia weight gain,16633140,2006
HTR6,schizophrenia weight gain,16633140,2006
COMT,schizotypal traits,17604122,2007
SPARC,scleroderma,12428242,2002
FBN1,scleroderma,9778214,1998
FBN1,scleroderma,12384286,2002
PTPN22,sclerosis systemic,17133608,2006
CD19,sclerosis systemic,15593213,2004
IL1B,sclerosis systemic,17444587,2007
CTLA4,sclerosis systemic,12508774,2002
IL2,sclerosis systemic,17444587,2007
HLA-DRB1,sclerosis systemic,15572392,2004
IL8,sclerosis systemic,17599774,2007
CTLA4,sclerosis systemic,14705224,2004
NOS3,sclerosis systemic,16802365,2006
HLA-DRB1,sclerosis systemic,15572392,2004
CD86,sclerosis systemic,16712644,2006
HLA-DQB1,sclerosis systemic,11469465,2001
IL13RA2,sclerosis systemic,16981293,2006
CCL2,sclerosis systemic,15654958,2005
CTLA4,sclerosis systemic,17459075,2007
CCL5,sclerosis systemic,17599774,2007
CD22,sclerosis systemic,17493148,2007
HLA-DRB1,sclerosis systemic,15572392,2004
CTLA4,sclerosis systemic,16775619,2006
TNF,sclerosis systemic,15585313,2005
TNFRSF1B,sclerosis systemic,15585313,2005
AIRE,sclerosis systemic,17101293,2006
AIF1,sclerosis systemic,17522098,2007
MATN1,scoliosis,17176459,2006
ESR1,scoliosis,16648749,2006
GNB3,seasonal affective disorder,14512207,2003
HTR2A,seasonal affective disorder,16762419,2006
SEPP1,secis function,11280803,2001
MEFV,secondary and fmf amyloidosis.,15122067,2004
GRIN1,seizures,15635650,2005
GABRG2,seizures,12672902,2003
KCNJ10,seizures,15120748,2004
CSNK1G2,seizures febrile,15300631,2004
CSNK1G2,seizures febrile,15342122,2004
HCN2,seizures febrile,15932727,2005
CHRNA4,seizures febrile,12887442,2003
SEPP1,selenium,17536041,2007
TPH1,self-harm behavior,12877392,2003
HTR1B,self-harm behavior,12877392,2003
AR,semen psa levels in adolescence.,15042597,2004
HLA,semple rabies vaccine-induced autoimmune encephalomyelitis,10319881,1999
TP53,sensitivity to tzt-1027,11466694,2001
CD14,sepsis,17207357,2007
CD14,sepsis,16611358,2006
CXCL2,sepsis,16421598,2006
TLR4,sepsis,15520404,2004
IRAK1,sepsis,16528020,2006
TNF,sepsis,10450735,1999
DEFB1,sepsis,17508030,2007
TNF,sepsis,15520404,2004
FGB,sepsis,17116333,2006
LTA,sepsis,12558135,2003
IL6,sepsis,16611358,2006
TNF,sepsis,11798757,2000
IL10,sepsis,16611358,2006
LTA,sepsis,15041959,2004
CD14,sepsis,17067484,2006
IL6,sepsis,14739370,2004
IFNG,sepsis,12219025,2002
LTA,sepsis,12126516,2002
HSPA1A,sepsis,15232679,2004
HSPA2,sepsis,12771604,2003
CD14,sepsis,15132789,2004
IL1R1,sepsis,12425801,2002
IL1RN,sepsis,15836820,2005
IL18,sepsis,12947340,2003
LBP,sepsis,11373419,2001
HSPA1B,sepsis,15232679,2004
IL1A,sepsis,12425801,2002
IL1A,sepsis,15836820,2005
TLR4,septic shock,11996613,2002
CD14,septic shock,12006789,2002
SLC6A4,serotonin,15354180,2004
ACE,serum ace concentration and cad,7955173,1994
SERPINA1,serum alpha 1-antitrypsin deficiency,2567291,1989
CYP17A1,serum androgen concentrations,11303586,2001
SRD5A2,serum androgen concentrations,11303586,2001
APOB,serum cholesterol and ldl-cholesterol levels,2905601,1988
AGT,serum concentrations of creatinine,10450860,1999
CYP17A1,serum estrogen and progesterone concentrations,9485002,1998
IL13,serum ige levels,14564352,2003
LEPR,serum insulin levels in obese,9705022,1998
POMC,serum leptin levels,14513068,2003
PPARA,serum lipid levels,11897821,2002
APOE,serum lipids,1685655,1991
AI/CIII,serum low density lipoprotein,1684378,1991
ESR1,serum low-density lipoprotein metabolism,10677056,2000
GNB3,serum potassium and total cholesterol levels but not,10701813,2000
HLA,serum testosterone level,7076285,1982
VDR,serum total and ionized calcium concentration,11199331,2000
APOB,serum triglyceride levels,1698214,1990
OAS1,severe acute respiratory syndrome,16824203,2006
MX1,severe acute respiratory syndrome,15766558,2005
MX1,severe acute respiratory syndrome,16824203,2006
SERPINC1,severe childhood thrombosis,12595305,2003
APC,severe desmoid phenotype,10782927,2000
SLC6A4,severe hyperkinetic disorders,11317229,2001
IL1A,severe malaria,14673470,2004
FCGR2A,severe malaria,14740869,2003
IFNAR1,severe malaria,12761564,2003
CR1,severe malaria,9861406,1998
CCR5,severe rsv bronchiolitis,12964123,2003
IL8,severe rsv bronchiolitis,14605870,2004
IL1RA,severe sepsis,11876758,2002
IL1RA,severe sepsis/nonsurvival,10446828,1999
APOE,severe type iii hyperlipoproteinemia,1360898,1992
IKBL,severe ulcerative colitis,11113070,2000
DRD2,severity of alcohol dependence,11918988,2002
LRP5,sex hormones,17087607,2006
CYP1B1,sex hormones,11389067,2001
CYP17A1,sex hormones,15999490,2005
UGT2B7,sex steroids,17579197,2007
VDR,sex-dependent growth,9284728,1997
DRD2,short-term response to haloperidol treatment,11329406,2001
TLR4,shortened gestation,12193670,2002
HLA-DQB1,sickle cell anemia,11872237,2002
UGT1A1,sickle cell anemia,12677174,2003
HBB,sickle cell anemia,12581188,2003
NOS3,sickle cell anemia,14687036,2004
HLA-DRB1,sickle cell anemia,11872237,2002
MTHFR,sickle cell anemia,15481892,2004
NOS3,sickle cell disease,14687036,2004
NOS1,sickle cell disease,11751185,2001
SCN5A,sids/sudden infant death syndrome,16453024,2006
SLC6A4,sids/sudden infant death syndrome,12966525,2003
IL6,sids/sudden infant death syndrome,16916659,2006
G6PC,sids/sudden infant death syndrome,15918042,2005
VEGFA,sids/sudden infant death syndrome,16916659,2006
TNF,silicosis,11264025,2001
IL1RN,silicosis,17290743,2006
HLA-DPB1,silicosis,15703453,2005
IL11RA,silicosis,11241561,2001
SLCO1B1,simvastatin pharmacokinetics,17108811,2006
CYP2D6,simvastatin treatment efficacy and tolerability,11753271,2001
CYP3A5,sirolimus pharmacokinetics,16815317,2006
CYP3A5,sirolimus pharmacokinetics,17048977,2006
XRCC1,sister-chromatid exchanges,12160895,2002
ALDH3A2,sjogren-larsson syndrome,9250352,1997
CTLA4,sjogrens syndrome,16869018,2006
IL10,sjogrens syndrome,11212157,2001
TRIM21,sjogrens syndrome,16095123,2005
HLA-DQB1,sjogrens syndrome,12077712,2002
TGFB1,sjogrens syndrome,14872501,2004
HLA-A,sjogrens syndrome,11423179,2001
HLA-DRB1,sjogrens syndrome,12077712,2002
CCR5,sjogrens syndrome,12412204,2002
HLA-DRB1,sjogrens syndrome,12905478,2003
IGHG1,sjogrens syndrome,15517630,2004
TAP2,sjogrens syndrome,9324024,1997
COL6A1,skeletal hyperostosis,16227896,2005
ERA,skeletal responsiveness to estrogen,11765043,2001
PTGS2,skin cancer non-melanoma,17307204,2007
PTCH,skin cancer non-melanoma,15534865,2004
PTGS2,skin cancer non-melanoma,17578436,2007
PTCH,skin cancer non-melanoma,15598212,2004
MC1R,skin cancer nonmelanoma,11254446,2001
TP53,skin carcinomas,11078762,2000
ASIP,skin color,15726415,2005
SLC45A2,skin color variation,17358008,2007
FLG,skin condition,16261374,2005
HLA-DRB1,sle,12480686,2003
HP,sleep apnea,12938813,2003
GABBR1,sleep apnea,17264536,2007
SLC6A4,sleep disorders,15867649,2005
MAOA,sleep disorders,16944667,2006
PER3,sleep disorders,15700718,2005
CLOCK,sleep disorders,15578592,2004
CSNK1E,sleep disorders,15187983,2004
APOE,sleep-disordered breathing,11401610,2001
HLA-DQB1,sleepwalking,12556916,2003
TACR3,slow transit constipation,17448763,2007
TACR1,slow transit constipation,17448763,2007
KIT,slow transit constipation,17448763,2007
NOS1,slow transit constipation,17448763,2007
SOD1,slowly progressive als,12215228,2002
IL10,small for gestational age,15951665,2005
IGF1,small for gestational age,14557458,2003
IGF1,small for gestational age,12511011,2002
GHR,small-for-gestational-age,17003087,2006
DHFR,smith-lemli-opitz syndrome,11448909,2001
NOS3,smoking,8564837,1996
DRD2,smoking,10710227,2000
KRAS,smoking,11745231,2001
CYP1A1,smoking,8672811,1996
LPL,smoking,9181356,1997
FGB,smoking,9001796,1996
NOS3,smoking,12204432,2002
CYP2A6,smoking,12749606,2003
TP53,smoking,7854378,1995
CYP1A1,smoking,7554077,1995
TP53,smoking,11929815,2002
CYP2A6,smoking,12832682,2003
SLC6A4,smoking,10498403,1999
ERCC2,smoking,12844488,2003
TP53,smoking,11532872,2001
FHIT,smoking,9187107,1997
TP53,smoking,11185887,2000
MTHFR,smoking,12775885,2003
CYP2A6,smoking behavior,15564629,2004
BDNF,smoking behavior,17186223,2006
DRD4,smoking behavior,11866166,2002
MAOA,smoking behavior,16207390,2005
CYP2A6,smoking behavior,11259349,2001
MAOA,smoking behavior,12563176,2003
IL8,smoking behavior,16195815,2005
SLC6A3,smoking behavior,12215242,2002
CCK,smoking behavior,15740988,2005
RAPGEF3,smoking behavior,15274052,2004
DRD2,smoking behavior,15229055,2004
CYP2A6,smoking behavior,16402086,2006
CYP2A6,smoking behavior,15660270,2005
CYP2A6,smoking behavior,16452582,2006
CYP2A6,smoking behavior,15534625,2004
SLC6A3,smoking behavior,16569110,2006
FREQ,smoking behavior,16402081,2006
DRD2,smoking behavior,16402081,2006
SLC6A3,smoking behavior,17508996,2007
CYP2A6,smoking behavior,17454707,2007
DRD4,smoking behavior,17406960,2007
SLC6A3,smoking behavior,17264803,2007
CYP2B6,smoking behavior,17223085,2007
MAOA,smoking behavior,16763378,2006
COMT,smoking cessation,15900212,2005
DRD4,smoking cues,17611740,2007
ADD1,sodium transport rate erythrocyte,11882573,2002
TP53,soft tissue sarcoma,2216456,1990
GSTM1,solar keratosis,12485442,2002
CTLA4,soluble cytotoxic t lymphocyte-associated antigen-4,16259622,2005
TPH1,somatic anxiety,11426508,2001
SPG4,spastic paraplegia,10980739,2000
APOA,specific levels of lp(a) in plasma,7757064,1995
ankyrin,spherocytosis,8703812,1996
ankyrin,spherocytosis,9067504,1997
F2,spinal cord infarction and recurrent venous thrombosis,11742625,2001
HEXA,spinal muscular atrophy phenotype,7898712,1995
PRKCG,spinocerebellar ataxia,16193476,2005
SCA6,spinocerebellar ataxia type 6,10945665,2000
HLA-B,spondyloarthropathies,12117677,2002
CYP17A1,spondyloarthropathies,15372520,2004
COL1A1,spondyloepiphyseal dysplasia tall stature and precocious osteoarthritis,7738948,1995
ESR1,spondylosis lumbar,16362385,2005
TCN2,spontaneous abortion,12456598,2002
IL4,spontaneous preterm birth,15042002,2004
VEGFA,spontaneous preterm delivery.,15059159,2004
SMN1,sporadic adult-onset lower motor neuron disease,9585359,1998
PRNP,sporadic creutzfeldt-jakob disease,11704923,2001
RET,sporadic pheochromocytoma,14557473,2003
CD14,spt,11022011,2000
CD14,spt,11022011,2000
IFNG,spt,11022011,2000
HLA-DRB1,spt (cockroach),10808177,2000
HLA-DRB1,spt (cockroach),10808177,2000
HLA-DRB1,spt (hdm),10051703,1999
CCND1,squamous cell carcinoma,11470749,2001
TP53,squamous cell carcinoma,7646764,1995
CCND1,squamous cell carcinoma,11696452,2001
CCND1,squamous cell carcinoma of the head and neck,9796972,1998
TLR2,staphylococcal infection,11035751,2000
SOD2,steatohepatitis non-alcoholic,15094225,2004
MTTP,steatohepatitis non-alcoholic,15094225,2004
PEMT,steatohepatitis nonalcoholic,17391797,2007
ABCB1,steroid weaning,12175731,2002
ADRB2,steroid-requiring asthma in sedentary women,11713122,2001
ADRB2,steroid-requiring asthma in sedentary women,11713122,2001
TLR3,stevens-johnson syndrome,17314152,2007
HLA-B,stevens-johnson syndrome,15057820,2004
COL2A1,stickler syndrome (hereditary arthro-ophthalmopathy),7711727,1995
FCGR3A,stills disease,11850593,2002
IL18,stills disease,12424620,2002
PARP4,stomach cancer,16890595,2006
HLA-DQB1,stomach cancer,15259342,2004
GSTT1,stomach cancer,17617021,2007
CDKN1A,stomach cancer,15036662,2004
IL1B,stomach cancer,17006606,2006
CDKN1A,stomach cancer,16289646,2005
IL1B,stomach cancer,16824064,2006
CDH1,stomach cancer,12851691,2003
EGF,stomach cancer,17433039,2007
IL8,stomach cancer,16166417,2005
GSTP1,stomach cancer,17617021,2007
IL10,stomach cancer,15579481,2004
IL1B,stomach cancer,16635219,2006
EGF,stomach cancer,15860930,2005
GTF2A1,stomach cancer,17596959,2007
ERBB2,stomach cancer,14520697,2003
IL1B,stomach cancer,17596959,2007
HLA-DQA1,stomach cancer,15259342,2004
CYP1A1,stomach cancer,17171211,2006
IL1B,stomach cancer,15127646,2003
PTGS2,stomach cancer,16762620,2006
GSTT1,stomach cancer,11692073,2001
VEGFA,stomach cancer,17426061,2007
IL8,stomach cancer,15579481,2004
PGC,stomach cancer,16937501,2006
IL1RN,stomach cancer,15570075,2004
TP53,stomach cancer,17354442,2005
HLA-DQB1,stomach cancer,15691311,2005
TIMP2,stomach cancer,17236757,2007
IL1B,stomach cancer,14521725,2003
NAT2,stomach cancer,16615268,2006
APC,stomach cancer,15639864,2003
VEGFA,stomach cancer,17111394,2006
IL1B,stomach cancer,15266130,2004
KIT,stomach cancer,16697720,2006
HLA-DQB1,stomach cancer,11985790,2002
TGFBR2,stomach cancer,17187359,2006
MYCL1,stomach cancer,12507230,2002
MDM2,stomach cancer,16983111,2006
MMP9,stomach cancer,15565457,2005
TGFB1,stomach cancer,17562261,2007
SOD2,stomach cancer,15734485,2005
XRCC1,stomach cancer,16405741,2006
MYCL1,stomach cancer,12439118,2002
TGFB1,stomach cancer,17187359,2006
TNF,stomach cancer,15579481,2004
IL8,stomach cancer,17462092,2007
NOS2A,stomach cancer,12482371,2002
XRCC1,stomach cancer,16890595,2006
MMP2,stomach cancer,15522165,2004
MMP2,stomach cancer,17236757,2007
TYMS,stomach cancer,15930032,2005
MPO,stomach cancer,16829688,2006
PGC,stomach cancer,12508350,2003
LAPTM4B,stomach cancer,17074969,2006
TYMS,stomach cancer,12530000,2002
CD14,stomach cancer,17438094,2007
MMP9,stomach cancer,15522165,2004
TGFBR2,stomach cancer,17562261,2007
NOS2A,stomach cancer,15617837,2005
NOS2A,stomach cancer,15484300,2004
TP53BP2,stomach cancer,15986435,2005
CCND1,stomach cancer,17447856,2007
STCH,stomach cancer,16087163,2005
SULT1A1,stomach cancer,16137826,2005
VEGFA,stomach cancer vascular endothelial growth factor levels,17334712,2007
FCGR2A,streptococcus pneumoniae,12752683,2003
NR3C1,stress,14764763,2004
PON2,stroke,17406108,2007
PON1,stroke,12052975,2002
PROCR,stroke,17027065,2006
NOS3,stroke,10884465,2000
PON1,stroke,16766384,2006
PON1,stroke,15023811,2004
ACE,stroke,11774217,2001
NOS3,stroke,11222793,2001
FABP2,stroke,10946885,2000
AGTR1,stroke,17586411,2007
ACE,stroke,9733227,1998
NOS3,stroke,11222793,2001
ITGB3,stroke,12818249,2003
VWF,stroke,11755948,2001
GP1BA,stroke,11418460,2001
PDE4D,stroke,14517540,2003
F2,stroke,15096570,2004
MMP1,stroke,12364729,2002
ITGB3,stroke,15178823,2004
MTHFR,stroke,10229729,1999
FGB,stroke,9514419,1998
PLAT,stroke,11385207,2001
ALOX5AP,stroke,15731479,2005
AGT,stroke,10932009,2000
APOH,stroke,12887738,2003
MMP3,stroke,12364729,2002
LPL,stroke,11921083,2002
APOE,stroke,16519597,0
GNB3,stroke,11283377,2001
FGB,stroke,9690809,1998
APOE,stroke,11921083,2002
APOE,stroke,8711797,1996
APOE,stroke,10835448,2000
APOE,stroke,9409270,1997
AGT,stroke,11754397,2001
CD14,stroke,12624278,2003
IL6,stroke hemorrhagic stroke ischemic,16741147,2006
PKD1,stroke hemorrhagic stroke ischemic,16741147,2006
UCP3,stroke hemorrhagic stroke ischemic,16741147,2006
TNF,stroke hemorrhagic stroke ischemic,16741147,2006
ALOX5AP,stroke ischemic,15640973,2005
NOS3,stroke ischemic,17165044,2006
ACE,stroke ischemic,15595935,2005
GPX3,stroke ischemic,17122425,2006
EPHX2,stroke ischemic,16115816,2005
KL,stroke ischemic,16973281,2006
PON1,stroke ischemic,15023811,2004
